iteration,loss,lr
0,6956.3515625,0.001
2,6787.8828125,0.0009000000000000001
5,6997.01416015625,0.000729
6,6475.73388671875,0.000729
8,6507.54638671875,0.0006561000000000001
9,6346.48046875,0.0006561000000000001
10,5674.6142578125,0.0006561000000000001
11,5692.0927734375,0.0006561000000000001
12,5346.84912109375,0.0006561000000000001
13,5370.90380859375,0.0006561000000000001
14,4971.4580078125,0.0006561000000000001
15,4996.95703125,0.0006561000000000001
16,4494.8662109375,0.0006561000000000001
17,4289.0048828125,0.0006561000000000001
18,4461.5615234375,0.0006561000000000001
19,4049.815185546875,0.0006561000000000001
20,4146.74267578125,0.0006561000000000001
21,3890.140380859375,0.0006561000000000001
22,3879.469482421875,0.0006561000000000001
23,3646.11572265625,0.0006561000000000001
24,3639.0810546875,0.0006561000000000001
25,3583.2294921875,0.0006561000000000001
26,3614.323486328125,0.0006561000000000001
27,3920.8671875,0.0006561000000000001
28,3315.08935546875,0.0006561000000000001
29,3354.935546875,0.0006561000000000001
30,3427.8857421875,0.0006561000000000001
31,3318.374267578125,0.0006561000000000001
32,3148.79248046875,0.0006561000000000001
33,3176.2314453125,0.0006561000000000001
34,3252.45068359375,0.0006561000000000001
35,3130.3203125,0.0006561000000000001
36,2895.762451171875,0.0006561000000000001
37,2919.76220703125,0.0006561000000000001
38,3007.310546875,0.0006561000000000001
39,2860.390625,0.0006561000000000001
40,2897.016845703125,0.0006561000000000001
42,2835.05615234375,0.00059049
43,2897.480224609375,0.00059049
44,2968.40625,0.00059049
45,2944.06884765625,0.00059049
46,2761.665771484375,0.00059049
47,2846.8505859375,0.00059049
48,2750.3916015625,0.00059049
49,2721.336181640625,0.00059049
50,2776.98779296875,0.00059049
51,2707.810791015625,0.00059049
52,2689.865234375,0.00059049
53,2558.974609375,0.00059049
54,2773.1962890625,0.00059049
55,2752.8369140625,0.00059049
56,2875.5419921875,0.00059049
57,2635.35986328125,0.00059049
58,2602.89892578125,0.00059049
59,2574.03662109375,0.00059049
60,2365.50048828125,0.00059049
61,2487.59765625,0.00059049
62,2372.40625,0.00059049
63,2448.70166015625,0.00059049
64,2460.337890625,0.00059049
65,2463.91796875,0.00059049
66,2517.5751953125,0.00059049
67,2277.6435546875,0.00059049
68,2333.83251953125,0.00059049
69,2494.09423828125,0.00059049
70,2313.87109375,0.00059049
71,2494.504638671875,0.00059049
72,2273.3427734375,0.00059049
73,2281.9638671875,0.00059049
74,2232.364990234375,0.00059049
75,2465.87158203125,0.00059049
76,2203.6337890625,0.00059049
77,2430.34716796875,0.00059049
78,2317.981201171875,0.00059049
79,2251.07958984375,0.00059049
80,2191.617431640625,0.00059049
81,2230.939453125,0.00059049
82,2236.71630859375,0.00059049
83,2249.26123046875,0.00059049
84,2156.98388671875,0.00059049
85,2110.341796875,0.00059049
86,2119.669677734375,0.00059049
87,2115.673095703125,0.00059049
88,2122.524658203125,0.00059049
89,2125.8203125,0.00059049
90,2191.02001953125,0.00059049
91,2214.9140625,0.00059049
92,2139.603759765625,0.00059049
93,2332.439453125,0.00059049
94,2075.3359375,0.00059049
95,2065.74072265625,0.00059049
96,2149.19091796875,0.00059049
97,2039.864990234375,0.00059049
98,2057.98095703125,0.00059049
99,2059.850830078125,0.00059049
100,2004.7867431640625,0.00059049
101,1902.17578125,0.00059049
102,1896.093994140625,0.00059049
103,1999.30908203125,0.00059049
104,1866.6275634765625,0.00059049
105,2036.871826171875,0.00059049
106,1824.7757568359375,0.00059049
107,1937.141357421875,0.00059049
108,1933.9525146484375,0.00059049
109,1955.9140625,0.00059049
110,1894.2078857421875,0.00059049
111,1780.546875,0.00059049
112,1795.966064453125,0.00059049
113,1813.656005859375,0.00059049
114,1937.5047607421875,0.00059049
115,1816.057861328125,0.00059049
116,1751.6142578125,0.00059049
117,1773.956787109375,0.00059049
118,1815.091552734375,0.00059049
119,1788.6751708984375,0.00059049
120,1830.3682861328125,0.00059049
121,1713.804931640625,0.00059049
122,1736.115478515625,0.00059049
123,1817.525390625,0.00059049
124,1818.252685546875,0.00059049
125,1718.3233642578125,0.00059049
126,1678.4779052734375,0.00059049
127,1732.9595947265625,0.00059049
128,1676.0380859375,0.00059049
129,1667.6083984375,0.00059049
130,1626.177490234375,0.00059049
131,1737.6707763671875,0.00059049
132,1642.9378662109375,0.00059049
133,1664.8162841796875,0.00059049
134,1563.4632568359375,0.00059049
135,1523.9853515625,0.00059049
136,1793.903076171875,0.00059049
137,1594.056640625,0.00059049
138,1732.957275390625,0.00059049
139,1730.5740966796875,0.00059049
140,1972.67626953125,0.00059049
141,1896.4248046875,0.00059049
142,1714.10498046875,0.00059049
143,1694.4366455078125,0.00059049
144,1667.02880859375,0.00059049
145,1626.6497802734375,0.00059049
146,1666.937744140625,0.00059049
147,1577.261474609375,0.00059049
148,1624.3822021484375,0.00059049
149,1626.477783203125,0.00059049
150,1700.7091064453125,0.00059049
151,1643.477294921875,0.00059049
152,1598.214599609375,0.00059049
153,1702.9404296875,0.00059049
154,1758.320556640625,0.00059049
155,1564.793701171875,0.00059049
156,1530.4881591796875,0.00059049
157,1538.223388671875,0.00059049
158,1522.713134765625,0.00059049
159,1609.095458984375,0.00059049
160,1507.5517578125,0.00059049
161,1478.50341796875,0.00059049
162,1512.33447265625,0.00059049
163,1510.0233154296875,0.00059049
164,1536.420166015625,0.00059049
165,1573.6162109375,0.00059049
166,1478.4659423828125,0.00059049
167,1677.90087890625,0.00059049
168,1456.8095703125,0.00059049
169,1452.397705078125,0.00059049
170,1412.6143798828125,0.00059049
171,1520.0732421875,0.00059049
172,1489.88623046875,0.00059049
173,1454.029052734375,0.00059049
174,1452.260009765625,0.00059049
175,1409.497314453125,0.00059049
176,1496.651611328125,0.00059049
177,1416.021240234375,0.00059049
178,1575.3916015625,0.00059049
179,1312.781494140625,0.00059049
180,1442.0775146484375,0.00059049
181,1577.214111328125,0.00059049
182,1513.764404296875,0.00059049
183,1411.813232421875,0.00059049
184,1437.5009765625,0.00059049
185,1544.534423828125,0.00059049
186,1502.5386962890625,0.00059049
187,1444.4783935546875,0.00059049
188,1354.8150634765625,0.00059049
189,1577.396728515625,0.00059049
190,1442.29150390625,0.00059049
191,1386.4114990234375,0.00059049
192,1461.00830078125,0.00059049
193,1392.2996826171875,0.00059049
